temperature,pressure,vibration,humidity,equipment_type,location,faulty
78.87,36.2,0.948,61.0731,Pump,Chicago,0
66.41,18.04,2.6146,47.154,Compressor,Chicago,0
44.16,75.87,1.77,47.8733,Compressor,New York,0
54.3,38.3,0.5448,62.5058,Pump,San Francisco,0
60.5,68.86,1.5717,48.5845,Compressor,New York,0
76.86,58.49,1.4122,56.6865,Turbine,Atlanta,0
56.66,47.91,1.5078,28.5875,Compressor,Houston,0
75.05,41.96,1.8475,35.3778,Turbine,Houston,0
51.11,44.55,1.2628,69.7267,Pump,New York,0
58.96,46.56,0.6884,41.0753,Compressor,San Francisco,0
60.32,32.68,1.1237,47.9839,Compressor,Atlanta,0
48.51,50.15,3.6605,41.2773,Compressor,Houston,0
73.65,52.5,2.4529,51.9901,Compressor,New York,0
60.51,57.47,1.9661,47.6344,Turbine,San Francisco,0
48.96,44.24,0.8493,50.0724,Pump,New York,0
67.29,75.69,1.9499,26.4937,Compressor,Houston,0
76.52,77.33,0.7179,32.844,Compressor,New York,0
65.43,37.0,1.0792,67.7235,Pump,New York,0
66.65,35.91,0.9458,51.9343,Pump,San Francisco,0
59.72,39.03,1.5745,43.2056,Turbine,Chicago,0
66.36,44.77,1.6465,53.7761,Turbine,New York,0
73.68,31.44,0.8276,50.8014,Pump,Houston,0
64.95,51.26,3.009,56.9703,Pump,New York,1
74.3,44.33,0.4178,46.714,Turbine,Chicago,0
49.81,7.52,1.6391,50.5174,Compressor,Atlanta,0
67.51,41.98,0.739,48.4037,Pump,Houston,0
68.36,79.36,1.9785,39.8616,Compressor,Houston,0
65.59,56.7,1.726,46.7046,Compressor,San Francisco,0
60.76,33.2,0.6328,61.757,Pump,San Francisco,0
64.25,46.97,0.5885,47.9056,Pump,Chicago,0
87.35,31.43,1.2222,52.0439,Turbine,San Francisco,0
55.62,29.62,1.5553,56.6102,Pump,New York,0
68.94,30.03,0.9849,48.6088,Pump,San Francisco,0
54.98,32.37,0.9342,54.1108,Pump,Chicago,0
79.48,38.65,1.6271,46.2791,Turbine,Houston,0
88.5,10.04,2.5384,27.354,Compressor,Chicago,0
70.02,45.85,0.6641,47.6098,Pump,San Francisco,0
57.61,47.87,0.9069,45.3107,Pump,Houston,0
58.22,21.36,0.4692,48.7536,Pump,San Francisco,0
62.85,29.71,0.3759,62.6132,Turbine,Chicago,0
78.91,45.95,2.7543,56.1035,Compressor,Houston,0
80.4,50.71,3.9687,44.3744,Compressor,Atlanta,1
59.21,31.05,1.0134,40.3628,Turbine,Houston,0
66.12,26.11,1.1543,60.4513,Turbine,Chicago,0
63.44,34.26,0.4799,58.4095,Pump,Chicago,0
64.32,39.7,0.7877,47.8783,Pump,New York,0
75.58,63.57,3.0339,37.7798,Turbine,Houston,1
68.05,44.16,1.5812,53.4396,Pump,Houston,0
66.08,42.14,0.9484,53.3033,Pump,Houston,0
64.22,48.66,2.251,57.1069,Compressor,New York,0
46.83,42.76,0.6993,47.4756,Pump,Chicago,0
65.17,44.73,0.8874,66.8235,Pump,New York,0
48.03,43.94,1.2679,73.2962,Pump,San Francisco,0
66.33,54.98,2.5572,40.4658,Turbine,San Francisco,0
63.42,36.08,1.6087,41.561,Turbine,Houston,0
51.34,2.61,1.1658,43.9194,Pump,Chicago,0
72.84,64.97,1.431,47.1436,Turbine,Chicago,0
71.84,49.17,2.9284,32.3119,Compressor,San Francisco,0
53.35,59.14,2.296,38.0551,Compressor,Chicago,0
63.67,22.65,0.7,52.6281,Pump,Atlanta,0
69.33,55.83,3.2235,44.0471,Compressor,Atlanta,0
82.94,33.73,0.8739,67.5769,Pump,New York,0
67.17,13.93,1.1129,58.1122,Pump,New York,0
73.81,60.53,2.6989,40.0274,Compressor,New York,0
62.65,52.16,1.8215,50.4361,Compressor,San Francisco,0
66.65,54.41,0.7365,51.2199,Pump,New York,0
49.88,39.89,1.644,57.8358,Turbine,Atlanta,0
70.84,63.55,3.3511,56.343,Pump,San Francisco,1
51.38,35.3,0.3543,63.7646,Pump,New York,0
66.7,37.88,1.1861,47.1196,Turbine,Houston,0
72.77,38.38,0.6379,44.2469,Pump,San Francisco,0
58.47,51.37,1.6693,40.6207,Turbine,Chicago,0
71.01,45.61,1.1596,58.6166,Pump,Houston,0
53.18,56.74,3.6688,34.8524,Compressor,San Francisco,0
64.46,35.27,2.8975,68.2004,Compressor,San Francisco,0
44.51,37.58,1.3312,59.7517,Pump,San Francisco,0
54.08,62.52,2.731,29.5427,Compressor,Chicago,0
85.9,45.74,2.1998,36.5787,Turbine,San Francisco,0
75.03,57.96,1.853,47.5732,Turbine,New York,0
54.74,68.45,1.2282,61.2847,Compressor,Houston,0
72.18,30.21,1.456,53.3825,Turbine,Chicago,0
52.49,50.33,0.348,38.14,Compressor,Houston,0
87.87,64.6,4.2917,38.8222,Turbine,Houston,1
42.25,32.1,1.4804,49.1056,Compressor,New York,0
71.82,22.91,1.0807,44.9644,Turbine,Atlanta,0
86.65,67.86,2.1701,55.2699,Compressor,New York,0
89.89,43.34,0.9544,52.8787,Turbine,San Francisco,0
89.73,26.14,1.7528,64.8911,Turbine,San Francisco,0
62.69,60.27,1.2278,38.8873,Compressor,San Francisco,0
85.42,24.21,1.4289,64.0726,Turbine,Atlanta,0
90.29,84.22,4.6727,41.4432,Compressor,Houston,1
58.25,24.3,0.6206,70.293,Pump,Houston,0
62.66,62.11,1.7653,30.5058,Compressor,Chicago,0
53.6,26.83,0.7704,55.0628,Pump,Chicago,0
40.66,27.35,1.9112,46.2125,Compressor,New York,0
74.0,40.54,0.5367,56.3227,Pump,Atlanta,0
67.84,47.9,2.8448,49.5183,Pump,Chicago,1
82.86,25.02,2.2871,51.6131,Pump,San Francisco,1
72.72,50.09,3.038,47.6544,Pump,Chicago,1
75.47,40.69,2.5518,55.964,Turbine,San Francisco,0
65.12,48.21,0.6812,51.196,Turbine,Chicago,0
79.7,27.95,2.0738,42.7148,Turbine,San Francisco,0
75.29,40.57,1.4873,39.797,Turbine,New York,0
77.39,60.07,3.0327,52.1146,Turbine,Atlanta,1
71.03,36.88,3.1508,51.5171,Pump,New York,1
49.73,24.47,1.5221,55.779,Compressor,Houston,0
72.01,37.83,1.1019,57.82,Pump,New York,0
67.5,29.3,0.395,61.0407,Turbine,Houston,0
63.98,26.72,0.6997,52.1632,Pump,New York,0
57.56,24.99,0.5925,44.9679,Pump,Houston,0
66.52,36.32,0.6263,47.7006,Pump,San Francisco,0
59.37,32.86,1.4083,33.302,Turbine,Atlanta,0
73.76,38.13,1.2061,69.6654,Pump,San Francisco,0
84.69,39.32,3.6734,75.1156,Turbine,Atlanta,1
71.6,54.68,3.8203,51.2308,Turbine,Chicago,1
62.33,27.43,0.343,66.9459,Pump,Houston,0
72.29,50.74,1.6122,59.0402,Turbine,San Francisco,0
49.69,26.38,0.7167,50.1414,Pump,San Francisco,0
81.25,48.31,1.5761,42.771,Pump,Chicago,0
66.1,51.59,0.5233,69.8011,Pump,Chicago,0
93.04,25.21,2.1296,61.4644,Turbine,Houston,0
60.27,50.07,1.6681,47.7252,Turbine,New York,0
90.5,40.01,1.8911,42.091,Turbine,San Francisco,0
61.78,41.37,0.5379,41.0621,Pump,Chicago,0
65.98,38.45,2.4631,39.5218,Turbine,Atlanta,0
78.98,25.52,0.7497,62.6403,Pump,San Francisco,0
65.96,28.66,0.9292,62.4419,Pump,New York,0
66.61,43.7,1.4381,54.5781,Turbine,New York,0
70.1,49.65,2.7567,43.8595,Pump,Atlanta,1
52.99,43.83,0.8712,63.8305,Pump,Chicago,0
52.47,27.11,0.8823,53.256,Pump,Atlanta,0
78.71,53.41,3.3609,62.7542,Pump,Houston,1
66.31,40.9,1.0102,56.6892,Pump,New York,0
50.97,65.09,1.9508,44.5781,Compressor,New York,0
70.97,49.24,1.4384,36.5609,Pump,Atlanta,0
63.79,38.78,0.8221,58.1471,Pump,Atlanta,0
60.67,38.13,2.2512,34.8858,Compressor,Houston,0
85.73,67.81,2.8917,52.9329,Compressor,Chicago,1
54.75,48.52,1.1272,55.3945,Pump,Houston,0
61.3,44.52,1.5913,44.5906,Compressor,New York,0
92.15,49.38,2.7233,67.4587,Turbine,Atlanta,1
75.1,35.15,1.0023,68.2726,Turbine,Houston,0
92.02,60.42,3.0802,60.9777,Turbine,Chicago,1
62.03,66.48,1.8478,78.8423,Turbine,Houston,0
68.22,52.52,1.2039,43.185,Compressor,Chicago,0
98.66,65.01,3.8853,41.7954,Turbine,Chicago,1
97.53,58.28,3.4462,25.3108,Compressor,Chicago,1
62.77,34.78,1.0966,54.8891,Pump,Houston,0
67.88,41.56,0.8631,39.8286,Compressor,Chicago,0
52.18,27.4,0.4687,59.7154,Pump,New York,0
59.84,44.16,0.7833,51.8801,Pump,Houston,0
49.57,23.28,1.1393,49.4945,Pump,Chicago,0
66.81,69.55,2.4689,40.8759,Compressor,San Francisco,0
56.78,32.59,1.0028,67.5888,Pump,Houston,0
70.54,42.43,2.0278,50.1034,Turbine,Atlanta,0
91.37,27.36,1.0329,56.1396,Turbine,New York,0
59.89,57.61,1.1038,53.3905,Turbine,Houston,0
59.96,48.58,1.8927,49.1211,Compressor,San Francisco,0
65.57,33.66,1.121,49.5064,Pump,New York,0
58.24,44.88,2.0909,54.8091,Turbine,Houston,0
70.36,20.77,0.709,51.0244,Pump,Atlanta,0
60.66,27.26,2.0579,47.1454,Compressor,New York,0
50.15,49.05,0.8538,60.3365,Pump,New York,0
61.72,62.02,1.112,56.4706,Compressor,San Francisco,0
58.96,29.25,1.5711,42.3596,Compressor,Atlanta,0
79.39,54.55,3.7365,47.8653,Turbine,Atlanta,1
76.63,31.93,2.0017,51.2181,Turbine,Chicago,0
55.72,66.04,0.9674,49.2935,Compressor,Houston,0
85.01,62.37,5.3373,62.597,Compressor,Atlanta,1
54.67,38.04,1.6509,51.7554,Turbine,Houston,0
69.36,45.36,0.4019,48.3788,Turbine,Chicago,0
71.93,58.74,1.36,25.92,Compressor,San Francisco,0
73.93,42.11,1.1288,58.7964,Pump,Chicago,0
101.69,50.86,5.2918,41.7797,Compressor,Atlanta,1
67.97,74.32,1.4765,35.6934,Compressor,New York,0
56.16,11.17,2.0478,54.4952,Compressor,Atlanta,0
42.49,44.24,0.8085,38.191,Turbine,Chicago,0
89.08,39.27,1.3743,60.9434,Turbine,New York,0
53.59,71.58,1.1085,65.8443,Pump,Chicago,0
91.12,53.97,1.7288,46.1843,Turbine,San Francisco,0
77.87,34.58,1.9116,56.8319,Turbine,San Francisco,0
76.3,21.23,1.7053,58.8029,Turbine,San Francisco,0
43.11,36.93,0.8899,47.9518,Pump,Chicago,0
48.5,38.47,1.4374,40.038,Pump,Atlanta,0
88.66,55.61,3.5622,34.9158,Compressor,Houston,1
91.52,23.77,1.0729,34.179,Pump,Atlanta,0
84.23,38.38,0.6487,40.2874,Compressor,Houston,0
49.35,40.28,0.4611,46.797,Turbine,New York,0
74.02,51.69,3.3544,43.0062,Pump,Chicago,1
54.71,13.64,1.8507,57.9361,Turbine,Houston,0
60.83,66.8,1.9788,48.7807,Compressor,San Francisco,0
40.95,22.79,1.1139,72.5061,Pump,Chicago,0
67.75,31.58,2.0003,53.237,Turbine,Houston,0
63.21,36.82,1.1094,47.402,Turbine,Chicago,0
77.07,67.49,1.5729,31.7395,Turbine,San Francisco,0
55.82,40.32,1.4021,39.6864,Compressor,San Francisco,0
86.83,45.96,3.1491,38.0552,Compressor,Houston,1
58.96,38.93,0.7786,56.8125,Pump,Chicago,0
67.26,39.09,1.8871,56.3096,Turbine,Chicago,0
66.13,26.39,0.7252,43.6151,Pump,Houston,0
50.35,51.79,1.2729,40.354,Pump,Chicago,0
73.15,41.39,1.4937,51.26,Turbine,Atlanta,0
66.03,44.69,1.4315,53.9149,Turbine,Houston,0
54.13,44.94,0.2331,56.4144,Pump,New York,0
54.01,71.31,1.9092,47.2156,Compressor,New York,0
76.49,48.11,1.4192,43.7512,Turbine,Atlanta,0
72.12,30.07,1.3165,53.1311,Pump,Chicago,0
58.24,33.58,1.5295,59.1824,Compressor,San Francisco,0
74.26,37.91,1.1208,40.2972,Turbine,Houston,0
107.96,62.97,3.8181,33.7647,Turbine,Chicago,1
62.91,31.39,1.4986,55.5278,Pump,Chicago,0
62.56,39.83,1.4014,58.6874,Pump,San Francisco,0
36.43,29.85,0.7703,54.6548,Pump,San Francisco,0
57.5,38.19,1.0669,67.6249,Pump,Houston,0
60.71,9.51,1.1328,64.9635,Pump,New York,0
88.3,41.12,2.0708,45.5785,Turbine,Chicago,0
56.13,33.52,0.5108,51.6912,Pump,Chicago,0
49.34,35.61,1.0334,58.7746,Pump,New York,0
81.49,45.86,3.9429,52.246,Compressor,Houston,1
62.52,26.07,1.4176,58.2627,Pump,New York,0
75.97,26.52,-0.4061,50.7118,Compressor,New York,0
67.44,33.65,1.2116,35.3026,Compressor,Atlanta,0
66.02,51.85,2.345,46.1462,Turbine,Atlanta,0
64.19,37.42,1.4202,54.3007,Turbine,Houston,0
66.8,40.25,1.3304,33.5745,Turbine,Atlanta,0
64.47,31.92,0.8447,52.0174,Pump,Atlanta,0
81.57,58.86,3.6556,53.452,Turbine,Chicago,1
59.38,33.22,1.4326,55.6741,Pump,Atlanta,0
75.89,32.65,1.2219,45.8809,Turbine,New York,0
74.72,69.55,1.712,50.242,Compressor,New York,0
64.08,36.68,2.7981,42.1321,Compressor,Chicago,0
57.5,31.31,0.49,39.0358,Compressor,San Francisco,0
64.13,28.98,1.0255,70.9495,Pump,New York,0
77.02,58.88,1.7167,55.4051,Compressor,Chicago,0
95.09,56.06,3.1526,50.6969,Pump,Chicago,1
68.94,47.43,1.3948,48.5175,Compressor,Chicago,0
62.84,31.86,1.0037,59.3403,Turbine,New York,0
60.04,32.57,0.9327,65.211,Pump,Houston,0
78.63,46.07,4.2665,50.3271,Turbine,Houston,1
53.73,66.92,2.1236,41.6345,Compressor,Houston,0
82.2,29.23,1.1187,60.363,Turbine,Houston,0
76.99,30.98,1.2044,43.4631,Pump,San Francisco,0
74.22,55.57,1.3998,32.3299,Turbine,Chicago,0
71.7,49.55,1.6621,72.7824,Turbine,Chicago,0
64.06,33.08,1.1035,46.5026,Pump,San Francisco,0
46.96,57.23,1.013,43.3526,Compressor,Chicago,0
66.05,32.0,0.71,75.2292,Pump,San Francisco,0
62.2,48.81,1.194,57.5652,Turbine,Houston,0
46.04,49.89,1.6238,28.7522,Compressor,Houston,0
81.45,104.47,5.6506,47.9906,Compressor,Atlanta,1
61.57,36.76,0.7999,56.9792,Pump,Houston,0
78.93,58.93,3.451,30.6733,Compressor,Houston,1
65.15,43.2,1.0973,49.6727,Pump,New York,0
56.26,15.87,1.7343,63.1655,Turbine,Houston,0
42.61,24.48,1.2257,58.5889,Pump,Atlanta,0
68.35,27.36,1.1574,69.9541,Pump,San Francisco,0
81.41,43.36,3.0807,57.4397,Pump,San Francisco,1
71.75,47.61,2.5118,42.4994,Compressor,New York,0
65.73,42.28,0.68,66.0238,Pump,Chicago,0
81.78,66.63,4.8011,47.6458,Compressor,Houston,1
51.97,34.23,1.2987,60.2931,Pump,Houston,0
83.2,72.99,5.5435,38.9476,Compressor,San Francisco,1
62.67,50.96,2.0916,63.0266,Compressor,Houston,0
56.22,51.5,2.3846,59.9671,Compressor,Chicago,0
101.5,57.97,4.1338,52.8873,Turbine,Houston,1
54.48,46.62,2.0943,68.4936,Turbine,Atlanta,0
54.2,23.44,1.255,59.1768,Pump,Houston,0
57.07,28.18,0.6816,59.42,Turbine,Chicago,0
100.67,60.54,3.4835,70.6096,Turbine,Chicago,1
58.05,42.86,1.0774,55.5339,Turbine,Atlanta,0
81.59,64.83,3.4614,38.5941,Compressor,New York,1
61.72,44.19,1.3076,50.4009,Pump,Atlanta,0
63.41,68.79,2.443,41.4758,Compressor,San Francisco,0
74.89,27.34,1.6237,35.0041,Turbine,Houston,0
43.3,58.03,1.9172,31.6147,Turbine,New York,0
53.56,58.12,3.0773,32.3879,Compressor,San Francisco,0
75.34,72.01,2.7781,43.8946,Compressor,Chicago,0
70.9,47.0,0.6727,62.943,Pump,San Francisco,0
67.84,54.81,1.5106,15.6384,Compressor,San Francisco,0
68.7,58.76,1.9196,44.4261,Compressor,New York,0
85.52,44.95,4.0153,43.4814,Turbine,Atlanta,1
50.96,34.06,1.2456,56.5796,Pump,Houston,0
63.47,38.75,1.1105,52.5567,Compressor,Atlanta,0
65.74,47.94,0.8136,46.1238,Compressor,New York,0
65.9,37.59,0.7699,31.8855,Turbine,San Francisco,0
66.61,38.28,1.8628,51.3667,Turbine,San Francisco,0
82.76,43.09,1.3844,50.473,Compressor,Houston,0
68.03,33.89,1.5714,50.1002,Turbine,Chicago,0
78.75,45.27,2.7412,47.2866,Compressor,Atlanta,0
58.36,58.32,1.1334,43.302,Turbine,New York,0
47.47,35.22,0.9203,65.3652,Pump,Houston,0
80.56,46.9,3.3438,26.6249,Pump,San Francisco,1
60.46,75.89,1.2901,52.718,Compressor,Houston,0
52.01,15.2,1.0391,47.8238,Pump,Chicago,0
83.47,55.6,3.3561,51.3027,Turbine,Houston,1
44.83,7.52,2.6512,46.2862,Compressor,Houston,0
71.37,74.24,0.8858,44.6545,Compressor,Chicago,0
58.6,47.64,1.2236,54.7742,Pump,Houston,0
77.0,61.28,3.2716,66.0712,Compressor,San Francisco,1
101.68,53.95,3.3526,40.6331,Turbine,San Francisco,1
71.52,25.53,2.3842,34.4489,Compressor,San Francisco,0
66.93,46.06,1.2584,57.5132,Pump,Atlanta,0
84.71,33.01,0.9815,56.6537,Turbine,Atlanta,0
57.96,41.47,1.0931,48.9226,Pump,New York,0
62.93,34.44,1.3825,62.9087,Pump,Chicago,0
60.07,25.55,1.8331,55.7798,Turbine,Houston,0
84.07,35.16,1.9776,49.6126,Turbine,San Francisco,0
73.92,55.93,3.1229,58.5697,Pump,San Francisco,1
93.88,51.84,1.8614,51.118,Turbine,Houston,0
60.26,31.96,0.9757,23.2957,Pump,Houston,0
80.93,50.29,1.0488,44.5012,Compressor,New York,0
72.91,49.58,1.1046,50.3401,Turbine,Atlanta,0
87.9,51.49,4.5012,49.0179,Compressor,Houston,1
63.35,37.6,2.4677,41.2977,Compressor,New York,0
94.37,56.1,3.6449,55.9343,Turbine,Chicago,1
76.72,43.84,1.0028,52.4955,Turbine,Houston,0
55.96,37.65,1.4082,55.2655,Pump,Chicago,0
74.52,18.17,2.1681,53.7989,Turbine,Atlanta,0
72.79,42.92,0.6547,40.215,Turbine,Chicago,0
72.05,48.01,2.7919,62.4879,Turbine,Atlanta,0
67.2,45.34,1.8394,32.4387,Compressor,Chicago,0
49.5,47.39,1.7535,49.426,Turbine,San Francisco,0
79.53,30.76,1.6122,44.2093,Turbine,Atlanta,0
75.01,35.58,1.147,68.7901,Compressor,San Francisco,0
83.2,31.26,1.8138,47.2049,Turbine,Chicago,0
60.33,45.05,2.1764,35.0373,Compressor,Atlanta,0
59.87,43.65,0.8375,54.4555,Pump,Atlanta,0
62.82,47.51,2.8785,41.2019,Compressor,Chicago,0
72.17,30.52,0.9633,55.9885,Turbine,New York,0
79.78,24.87,2.1985,59.6938,Turbine,Chicago,0
43.22,42.06,1.5505,49.7936,Compressor,San Francisco,0
66.1,59.25,1.4908,45.5693,Compressor,Chicago,0
71.5,38.21,2.6532,44.8742,Compressor,New York,0
64.2,39.45,2.2491,31.177,Compressor,Houston,0
52.38,36.8,0.9754,45.9753,Turbine,Chicago,0
46.55,61.78,2.0499,62.9511,Compressor,San Francisco,0
52.84,32.56,0.8822,52.6563,Pump,New York,0
65.54,64.57,2.6931,37.3067,Compressor,Chicago,0
75.36,40.08,2.5665,48.3115,Compressor,New York,0
76.71,46.04,1.3041,39.8224,Turbine,New York,0
66.45,44.28,0.851,43.4651,Pump,Chicago,0
93.32,31.39,3.0338,63.5659,Pump,Houston,1
55.7,24.94,0.4484,41.4562,Pump,Chicago,0
67.25,26.18,0.2009,55.0912,Pump,Houston,0
65.51,42.39,0.8547,48.5674,Turbine,Houston,0
81.45,43.95,1.2909,59.7135,Pump,Chicago,0
56.2,40.88,1.9575,49.1381,Turbine,Chicago,0
76.98,68.67,2.9882,43.2606,Compressor,San Francisco,0
70.71,38.27,1.4157,56.8791,Pump,Houston,0
63.27,21.11,0.9413,65.6009,Pump,Atlanta,0
66.81,29.7,1.4383,53.0905,Turbine,Chicago,0
77.12,65.47,1.9327,44.7762,Compressor,Atlanta,0
62.35,22.94,0.9007,55.0266,Pump,San Francisco,0
64.58,65.02,1.2674,56.3964,Compressor,New York,0
51.62,46.14,1.625,44.3852,Turbine,New York,0
58.66,27.33,1.5766,48.4294,Pump,Atlanta,0
66.45,45.02,1.4711,52.4376,Turbine,San Francisco,0
52.93,40.22,0.9483,41.3995,Pump,Houston,0
78.44,69.4,1.7509,57.278,Compressor,New York,0
75.98,42.34,1.0026,52.6232,Pump,Houston,0
65.88,34.32,0.9291,60.2561,Pump,Chicago,0
60.92,43.96,0.591,62.2588,Pump,New York,0
47.64,47.54,1.2193,60.3843,Pump,Atlanta,0
90.33,51.27,4.6339,47.9425,Compressor,San Francisco,1
67.42,29.79,1.5656,45.7199,Pump,San Francisco,0
39.26,34.78,1.3366,53.1332,Pump,Atlanta,0
75.09,40.92,1.6489,71.026,Turbine,San Francisco,0
57.13,60.04,1.5429,39.5752,Compressor,Houston,0
62.69,38.78,1.2475,61.5275,Pump,Atlanta,0
61.07,36.93,1.2886,46.9426,Compressor,Chicago,0
69.62,55.01,1.7859,42.2276,Turbine,Chicago,0
68.34,72.17,1.2051,46.3592,Compressor,Atlanta,0
69.56,58.25,0.9949,60.0502,Pump,Houston,0
41.79,27.94,0.5824,72.041,Pump,San Francisco,0
73.89,33.17,1.3865,45.6807,Compressor,New York,0
70.29,40.02,1.0745,55.7812,Pump,Atlanta,0
72.28,83.23,2.6751,54.2564,Compressor,Chicago,0
63.98,34.2,0.9017,49.514,Pump,Chicago,0
61.71,31.4,0.8237,41.1784,Pump,Atlanta,0
59.15,37.29,1.7746,50.2884,Turbine,Houston,0
47.23,44.49,0.4875,59.6154,Pump,Atlanta,0
63.53,32.23,1.1096,64.9292,Pump,Chicago,0
76.92,37.65,0.8491,77.6323,Pump,Chicago,0
79.26,49.04,1.3895,43.3936,Turbine,Houston,0
66.61,32.49,1.4995,61.0746,Turbine,Chicago,0
65.18,29.71,0.7392,54.8913,Pump,Chicago,0
58.16,23.7,1.0819,34.2536,Pump,Atlanta,0
76.29,36.43,2.3452,64.6764,Turbine,New York,0
64.16,51.04,0.9732,57.6047,Compressor,Houston,0
69.42,33.96,1.8702,39.2314,Compressor,New York,0
31.16,35.84,1.3784,45.7669,Pump,Atlanta,0
59.24,35.21,1.9546,65.2633,Turbine,Chicago,0
66.69,34.9,1.5747,57.7075,Turbine,San Francisco,0
81.6,34.94,0.9871,50.6233,Turbine,Houston,0
58.25,38.99,1.1081,60.0429,Pump,New York,0
92.91,49.93,3.243,38.0105,Turbine,Houston,1
86.44,55.19,2.5606,52.3306,Compressor,San Francisco,0
62.94,41.41,1.6726,61.0887,Compressor,New York,0
82.33,26.13,0.828,39.9387,Pump,Atlanta,0
59.44,54.02,0.6174,44.8198,Compressor,San Francisco,0
55.34,41.92,1.6266,30.1702,Compressor,Atlanta,0
44.97,62.73,1.6456,57.2045,Compressor,Chicago,0
81.91,31.81,2.0461,44.5209,Turbine,Houston,0
76.64,62.24,4.1454,75.8791,Turbine,San Francisco,1
60.9,61.75,0.8236,32.3723,Compressor,Atlanta,0
73.59,56.59,3.3081,60.9958,Pump,San Francisco,1
76.21,42.14,2.4787,27.7508,Compressor,Chicago,0
70.91,32.09,0.8053,63.3183,Pump,New York,0
59.76,13.7,0.565,51.8434,Pump,New York,0
89.76,52.98,3.8419,28.8654,Compressor,San Francisco,1
87.28,67.34,3.0975,51.8848,Turbine,San Francisco,1
64.17,67.24,1.0895,42.2499,Compressor,Houston,0
58.77,38.17,1.864,56.6343,Turbine,New York,0
65.52,38.43,1.4739,50.7819,Pump,Atlanta,0
60.48,24.85,0.6364,58.2496,Pump,Atlanta,0
59.94,30.24,1.3515,46.9913,Turbine,San Francisco,0
64.35,31.95,0.7766,51.6962,Pump,Chicago,0
75.0,36.53,2.2087,44.7517,Compressor,New York,0
86.63,67.17,1.4552,29.6336,Compressor,Chicago,0
61.94,45.92,0.4795,45.6823,Pump,Atlanta,0
51.93,37.25,1.4769,51.141,Turbine,Houston,0
58.1,20.03,1.409,51.9637,Pump,Atlanta,0
47.58,23.74,0.6711,54.3213,Pump,Atlanta,0
63.43,77.8,2.357,45.1908,Compressor,Chicago,0
59.14,40.7,1.273,61.8452,Compressor,Chicago,0
69.63,47.18,0.9745,29.0309,Compressor,Houston,0
71.66,25.35,3.2744,51.6386,Compressor,San Francisco,0
74.48,42.87,2.0621,25.3573,Compressor,Chicago,0
75.92,27.85,2.3652,42.4944,Compressor,New York,0
62.03,37.4,0.7888,48.7421,Pump,Chicago,0
51.65,30.35,0.852,38.9404,Pump,Houston,0
47.91,25.36,0.6002,54.0939,Pump,Houston,0
57.91,59.67,1.694,25.2404,Compressor,Chicago,0
86.21,46.58,-0.5054,59.5768,Compressor,San Francisco,0
61.37,49.09,1.6009,52.9578,Pump,Chicago,0
64.19,38.6,0.2187,49.7454,Pump,San Francisco,0
57.65,55.23,1.8899,61.5423,Turbine,San Francisco,0
67.96,45.85,2.1082,55.3356,Compressor,New York,0
79.82,30.35,1.6919,59.015,Turbine,Atlanta,0
59.21,28.54,1.0277,48.9971,Pump,New York,0
72.92,25.17,1.8706,45.1231,Compressor,Chicago,0
56.27,30.0,0.949,71.3674,Pump,Atlanta,0
66.2,13.69,1.3553,65.3616,Pump,Houston,0
65.29,33.83,0.5878,64.6727,Pump,Atlanta,0
55.62,46.89,2.1099,37.4353,Compressor,Atlanta,0
80.81,43.9,2.4094,51.1873,Compressor,Atlanta,0
77.35,40.62,1.6478,52.8902,Turbine,San Francisco,0
47.81,33.96,0.764,47.155,Pump,Houston,0
71.38,53.88,2.9564,29.8103,Compressor,New York,0
65.05,41.27,0.6281,39.9713,Pump,Atlanta,0
68.55,58.02,3.4648,62.9013,Pump,Houston,1
77.64,53.42,2.7391,65.9721,Pump,Houston,1
52.72,33.31,1.2175,69.4351,Pump,Atlanta,0
76.89,51.7,1.3672,53.0238,Pump,Atlanta,0
60.85,59.65,2.1325,71.053,Compressor,New York,0
84.51,32.61,2.0274,49.6398,Turbine,Chicago,0
51.61,8.79,1.605,47.3626,Turbine,Atlanta,0
61.7,49.59,1.5981,27.8676,Compressor,Atlanta,0
71.41,39.14,1.3383,50.1445,Turbine,San Francisco,0
66.44,29.13,1.0583,65.2387,Pump,New York,0
81.88,32.66,0.5439,64.4808,Pump,New York,0
92.24,60.02,3.3301,41.1551,Turbine,San Francisco,1
45.56,41.87,1.1459,51.747,Pump,Houston,0
58.31,42.69,1.023,41.1558,Pump,New York,0
73.42,53.42,2.9861,70.5511,Pump,Atlanta,1
57.23,49.51,1.2508,33.1616,Compressor,San Francisco,0
79.94,30.45,0.9849,42.4993,Pump,Chicago,0
79.88,66.67,2.2811,40.2993,Compressor,San Francisco,0
57.17,60.61,3.6678,34.9209,Compressor,Atlanta,0
68.29,29.32,1.0804,81.5099,Pump,Atlanta,0
62.63,51.96,1.9989,56.2422,Compressor,New York,0
50.47,38.21,0.7551,64.3358,Pump,Atlanta,0
80.94,34.53,1.1182,47.2522,Turbine,Houston,0
47.47,30.33,1.298,42.0301,Turbine,New York,0
47.7,70.01,3.9979,45.4601,Compressor,Atlanta,0
46.81,35.2,1.0539,68.4515,Pump,San Francisco,0
60.49,36.58,0.9965,50.4783,Turbine,Houston,0
64.36,25.06,2.1276,45.0233,Turbine,San Francisco,0
